student_id,cgpa,iq,placement
2632,8.38,129,1
2633,5.02,124,1
2634,5.8,141,1
2635,8.42,123,1
2636,8.2,140,1
2637,9.64,92,1
2638,8.65,102,1
2639,9.56,125,1
2640,8.37,90,1
2641,6.43,111,1
2642,5.51,120,1
2643,8.75,99,1
2644,8.09,121,1
2645,5.23,142,1
2646,6.73,89,0
2647,9.59,123,1
2648,7.4,93,0
2649,7.08,91,0
2650,7.2,125,1
2651,6.0,104,0
2652,6.77,94,0
2653,6.78,110,1
2654,5.25,88,0
2655,8.68,122,1
2656,7.0,108,1
2657,8.95,98,1
2658,9.08,125,1
2659,6.02,85,0
2660,8.16,101,1
2661,7.27,129,1
2662,9.22,108,1
2663,6.04,111,1
2664,8.25,91,1
2665,7.92,93,1
2666,6.42,127,1
2667,5.66,119,1
2668,8.13,142,1
2669,8.55,96,1
2670,6.52,105,1
2671,8.1,87,0
2672,6.9,99,0
2673,8.42,105,1
2674,5.96,94,0
2675,9.27,117,1
2676,6.38,130,1
2677,6.77,143,1
2678,5.28,136,1
2679,5.54,90,0
2680,7.48,86,0
2681,6.28,113,1
2682,9.01,139,1
2683,5.07,124,1
2684,6.82,117,1
2685,6.62,88,0
2686,5.09,143,1
2687,5.6,88,0
2688,6.99,113,1
2689,7.37,121,1
2690,6.94,144,1
2691,7.55,144,1
2692,7.86,104,1
2693,5.05,125,1
2694,7.23,107,1
2695,9.62,129,1
2696,7.49,102,1
2697,8.25,133,1
2698,6.5,109,1
2699,8.72,85,1
2700,8.71,138,1
2701,7.5,99,1
2702,9.68,118,1
2703,5.6,132,1
2704,5.08,104,0
2705,8.7,138,1
2706,8.87,121,1
2707,5.58,111,0
2708,6.27,106,0
2709,5.08,135,1
2710,6.41,89,0
2711,8.71,118,1
2712,7.49,123,1
2713,6.67,87,0
2714,6.78,101,0
2715,5.01,108,0
2716,6.44,108,1
2717,8.1,87,0
2718,9.68,129,1
2719,9.07,91,1
2720,5.11,109,0
2721,9.31,140,1
2722,8.76,87,1
2723,8.75,99,1
2724,7.2,113,1
2725,6.91,134,1
2726,6.45,113,1
2727,5.32,94,0
2728,6.1,116,1
2729,6.18,107,0
2730,7.32,123,1
2731,8.59,93,1
2732,7.27,121,1
2733,5.28,136,1
2734,9.6,124,1
2735,9.53,98,1
2736,8.77,88,1
2737,9.76,104,1
2738,7.61,112,1
2739,9.62,98,1
2740,5.36,128,1
2741,6.76,118,1
2742,6.08,97,0
2743,5.94,115,1
2744,5.68,117,1
2745,7.99,136,1
2746,8.75,123,1
2747,7.78,112,1
2748,5.71,109,0
2749,8.89,116,1
2750,8.05,93,1
2751,6.86,112,1
2752,8.24,142,1
2753,6.25,115,1
2754,6.66,101,0
2755,9.4,137,1
2756,6.39,107,1
2757,7.26,97,0
2758,9.27,139,1
2759,8.4,94,1
2760,5.3,100,0
2761,5.71,90,0
2762,5.04,132,1
2763,8.03,95,1
2764,7.15,142,1
2765,5.64,136,1
2766,9.6,87,1
2767,7.54,112,1
2768,6.16,125,1
2769,7.4,99,1
2770,8.26,144,1
2771,5.37,97,0
2772,6.32,126,1
2773,8.87,136,1
2774,7.21,140,1
2775,7.62,129,1
2776,7.08,101,1
2777,5.21,91,0
2778,5.8,112,0
2779,7.14,122,1
2780,6.0,97,0
2781,5.24,144,1
2782,9.05,101,1
2783,9.71,99,1
2784,8.81,120,1
2785,9.1,112,1
2786,6.16,99,0
2787,9.61,130,1
2788,5.95,137,1
2789,9.57,95,1
2790,9.78,140,1
2791,8.42,115,1
2792,9.71,88,1
2793,7.73,119,1
2794,6.25,118,1
2795,7.1,136,1
2796,7.85,111,1
2797,5.35,94,0
2798,7.99,114,1
2799,9.71,129,1
2800,5.91,104,0
2801,8.8,113,1
2802,9.36,142,1
2803,9.53,137,1
2804,9.61,113,1
2805,7.5,107,1
2806,9.69,141,1
2807,8.64,134,1
2808,5.78,105,0
2809,7.29,132,1
2810,8.45,127,1
2811,6.19,94,0
2812,8.07,125,1
2813,8.2,96,1
2814,5.78,114,1
2815,7.71,135,1
2816,8.7,117,1
2817,7.39,102,1
2818,5.06,98,0
2819,5.04,106,0
2820,6.71,105,1
2821,9.45,85,1
2822,6.1,133,1
2823,8.04,127,1
2824,6.07,136,1
2825,6.54,144,1
2826,9.07,99,1
2827,8.5,120,1
2828,5.46,131,1
2829,7.06,138,1
2830,5.14,106,0
2831,7.31,116,1
2832,8.18,142,1
2833,5.57,130,1
2834,6.39,138,1
2835,6.91,117,1
2836,9.41,142,1
2837,9.77,125,1
2838,5.22,143,1
2839,8.65,123,1
2840,6.78,107,1
2841,6.88,127,1
2842,8.62,139,1
2843,9.41,86,1
2844,9.56,86,1
2845,7.77,122,1
2846,6.71,139,1
2847,8.78,135,1
2848,6.2,113,1
2849,7.71,136,1
2850,6.72,130,1
2851,8.15,144,1
2852,6.15,87,0
2853,5.92,123,1
2854,9.41,91,1
2855,5.49,120,1
2856,7.43,113,1
2857,6.06,139,1
2858,5.19,121,1
2859,5.17,133,1
2860,5.84,142,1
2861,9.16,120,1
2862,6.36,107,1
2863,9.56,129,1
2864,7.79,100,1
2865,7.1,132,1
2866,7.78,115,1
2867,7.48,118,1
2868,8.64,134,1
2869,6.36,85,0
2870,6.69,102,0
2871,9.29,142,1
2872,9.54,124,1
2873,9.28,127,1
2874,7.01,140,1
2875,8.75,140,1
2876,7.29,99,1
2877,7.39,132,1
2878,5.98,133,1
2879,7.84,101,1
2880,5.89,128,1
2881,6.59,94,0
2882,9.1,104,1
2883,5.99,90,0
2884,5.34,92,0
2885,5.33,129,1
2886,9.52,118,1
2887,7.43,116,1
2888,6.97,135,1
2889,8.89,138,1
2890,9.01,126,1
2891,6.59,88,0
2892,8.33,128,1
2893,8.7,134,1
2894,8.14,123,1
2895,5.73,104,0
2896,9.2,108,1
2897,7.59,108,1
2898,6.36,139,1
2899,7.04,110,1
2900,5.18,109,0
2901,5.61,120,1
2902,8.67,91,1
2903,5.0,94,0
2904,7.0,142,1
2905,7.51,131,1
2906,5.26,96,0
2907,9.67,85,1
2908,6.09,136,1
2909,6.46,134,1
2910,6.46,109,1
2911,6.11,100,0
2912,5.01,89,0
2913,8.5,103,1
2914,9.64,88,1
2915,6.08,90,0
2916,8.18,110,1
2917,8.56,133,1
2918,9.07,123,1
2919,7.03,140,1
2920,6.45,139,1
2921,6.56,123,1
2922,8.42,93,1
2923,8.92,129,1
2924,5.87,136,1
2925,6.78,98,0
2926,9.33,132,1
2927,8.87,139,1
2928,9.73,93,1
2929,8.62,99,1
2930,6.89,121,1
2931,7.84,134,1
2932,8.17,137,1
2933,5.38,104,0
2934,7.61,92,0
2935,8.4,116,1
2936,5.8,131,1
2937,8.75,105,1
2938,7.8,141,1
2939,9.57,125,1
2940,5.2,103,0
2941,6.27,113,1
2942,7.89,142,1
2943,6.42,115,1
2944,8.43,138,1
2945,8.64,90,1
2946,5.49,88,0
2947,7.47,127,1
2948,7.44,113,1
2949,6.77,126,1
2950,9.48,87,1
2951,8.97,85,1
2952,8.35,128,1
2953,8.43,139,1
2954,7.22,99,1
2955,9.42,131,1
2956,8.33,105,1
2957,8.5,130,1
2958,9.14,142,1
2959,6.32,115,1
2960,8.87,91,1
2961,5.94,101,0
2962,6.66,140,1
2963,6.61,103,0
2964,9.7,123,1
2965,9.11,144,1
2966,8.37,87,1
2967,8.49,114,1
2968,7.7,119,1
2969,9.55,142,1
2970,7.38,141,1
2971,6.83,113,1
2972,5.78,134,1
2973,8.77,136,1
2974,8.53,138,1
2975,6.84,98,0
2976,5.12,119,1
2977,9.03,112,1
2978,5.05,142,1
2979,8.38,114,1
2980,9.66,110,1
2981,7.1,91,0
2982,6.13,123,1
2983,8.38,115,1
2984,8.92,89,1
2985,7.62,119,1
2986,9.64,134,1
2987,5.25,131,1
2988,7.42,136,1
2989,8.45,98,1
2990,9.14,120,1
2991,5.86,111,0
2992,8.84,108,1
2993,7.65,124,1
2994,6.9,113,1
2995,5.63,137,1
2996,9.15,129,1
2997,5.75,106,0
2998,6.49,92,0
2999,6.39,99,0
3000,9.18,133,1
3001,8.23,89,1
3002,8.82,136,1
3003,6.2,88,0
3004,8.0,95,1
3005,7.74,102,1
3006,9.0,126,1
3007,9.35,133,1
3008,5.06,114,0
3009,8.24,99,1
3010,5.25,90,0
3011,7.63,139,1
3012,6.38,137,1
3013,6.47,100,0
3014,6.69,131,1
3015,7.98,124,1
3016,6.6,93,0
3017,8.52,127,1
3018,6.94,143,1
3019,5.33,118,1
3020,8.76,111,1
3021,6.37,97,0
3022,7.08,120,1
3023,8.29,111,1
3024,6.6,93,0
3025,5.27,89,0
3026,6.79,135,1
3027,9.53,106,1
3028,8.08,115,1
3029,8.22,87,0
3030,8.03,114,1
3031,5.96,105,0
3032,7.01,119,1
3033,8.6,90,1
3034,5.49,112,0
3035,6.33,116,1
3036,6.33,126,1
3037,7.07,121,1
3038,9.71,109,1
3039,5.32,116,0
3040,7.49,119,1
3041,5.86,106,0
3042,9.66,108,1
3043,5.54,123,1
3044,6.94,138,1
3045,8.54,114,1
3046,8.38,134,1
3047,7.03,116,1
3048,6.66,115,1
3049,6.91,107,1
3050,6.27,124,1
3051,5.99,117,1
3052,7.32,109,1
3053,6.29,120,1
3054,6.38,108,1
3055,8.15,115,1
3056,9.65,142,1
3057,7.9,123,1
3058,5.37,130,1
3059,5.36,97,0
3060,9.57,94,1
3061,6.43,107,1
3062,5.44,102,0
3063,7.88,116,1
3064,7.99,117,1
3065,8.11,120,1
3066,6.28,112,1
3067,5.07,100,0
3068,9.63,100,1
3069,6.2,102,0
3070,8.24,92,1
3071,8.39,126,1
3072,7.93,100,1
3073,6.5,139,1
3074,6.3,140,1
3075,7.87,95,1
3076,9.16,90,1
3077,9.54,85,1
3078,5.51,96,0
3079,5.74,141,1
3080,9.53,122,1
3081,8.54,112,1
3082,9.24,129,1
3083,5.97,142,1
3084,7.82,101,1
3085,8.37,85,0
3086,8.26,116,1
3087,6.96,92,0
3088,5.07,138,1
3089,7.8,124,1
3090,6.21,140,1
3091,7.16,127,1
3092,9.6,130,1
3093,6.92,108,1
3094,9.03,94,1
3095,5.9,131,1
3096,8.23,123,1
3097,9.69,123,1
3098,5.49,94,0
3099,5.04,120,1
3100,7.08,109,1
3101,5.44,144,1
3102,8.59,134,1
3103,9.39,143,1
3104,7.08,141,1
3105,6.24,94,0
3106,7.09,103,1
3107,8.47,130,1
3108,5.04,129,1
3109,7.83,99,1
3110,7.94,100,1
3111,8.06,86,0
3112,6.16,113,1
3113,8.43,88,1
3114,5.44,137,1
3115,5.96,134,1
3116,9.21,113,1
3117,8.55,115,1
3118,5.07,101,0
3119,6.19,94,0
3120,6.03,111,1
3121,6.3,137,1
3122,6.19,125,1
3123,5.3,99,0
3124,7.2,144,1
3125,8.52,128,1
3126,7.91,115,1
3127,8.23,105,1
3128,5.39,144,1
3129,9.57,143,1
3130,9.02,142,1
3131,8.86,125,1
3132,8.95,130,1
3133,9.48,129,1
3134,7.61,144,1
3135,5.96,110,0
3136,7.96,122,1
3137,8.57,135,1
3138,8.54,120,1
3139,7.5,136,1
3140,5.33,101,0
3141,6.78,135,1
3142,9.42,87,1
3143,7.81,98,1
3144,7.58,133,1
3145,6.29,97,0
3146,6.77,125,1
3147,9.3,111,1
3148,8.2,85,0
3149,8.78,141,1
3150,7.18,101,1
3151,8.03,132,1
3152,6.19,134,1
3153,8.39,118,1
3154,7.05,98,0
3155,7.12,138,1
3156,8.12,139,1
3157,9.49,143,1
3158,5.31,101,0
3159,8.96,87,1
3160,6.4,118,1
3161,7.13,124,1
3162,5.11,109,0
3163,6.45,86,0
3164,7.41,118,1
3165,5.27,110,0
3166,7.36,115,1
3167,9.45,93,1
3168,5.51,114,0
3169,8.67,104,1
3170,6.97,105,1
3171,8.14,113,1
3172,6.25,143,1
3173,5.77,109,0
3174,5.77,122,1
3175,5.34,142,1
3176,5.89,128,1
3177,8.19,109,1
3178,9.23,93,1
3179,8.91,123,1
3180,8.29,128,1
3181,5.53,110,0
3182,6.39,141,1
3183,6.49,121,1
3184,6.2,100,0
3185,7.47,121,1
3186,7.57,96,1
3187,6.71,108,1
3188,6.7,110,1
3189,8.98,104,1
3190,8.79,93,1
3191,6.48,107,1
3192,9.39,123,1
3193,9.57,113,1
3194,6.57,115,1
3195,6.7,103,0
3196,7.43,104,1
3197,9.52,107,1
3198,9.21,127,1
3199,5.49,111,0
3200,6.89,114,1
3201,7.66,105,1
3202,7.42,128,1
3203,5.93,119,1
3204,9.12,133,1
3205,8.25,91,1
3206,9.02,106,1
3207,9.12,94,1
3208,8.59,107,1
3209,7.11,99,1
3210,7.93,114,1
3211,5.77,118,1
3212,8.23,97,1
3213,5.86,144,1
3214,8.33,88,1
3215,6.1,102,0
3216,5.56,140,1
3217,5.79,107,0
3218,5.01,117,0
3219,8.45,118,1
3220,8.52,118,1
3221,7.47,120,1
3222,5.77,119,1
3223,5.4,101,0
3224,5.09,112,0
3225,5.8,98,0
3226,9.28,118,1
3227,6.16,132,1
3228,6.7,95,0
3229,5.51,141,1
3230,6.07,97,0
3231,7.49,117,1
3232,7.92,141,1
3233,6.18,139,1
3234,5.28,86,0
3235,6.88,118,1
3236,6.12,137,1
3237,6.05,113,1
3238,9.61,121,1
3239,7.96,88,0
3240,7.67,96,1
3241,7.0,110,1
3242,7.06,142,1
3243,7.6,112,1
3244,8.34,87,1
3245,8.37,104,1
3246,5.82,94,0
3247,7.4,136,1
3248,6.98,102,1
3249,9.18,137,1
3250,8.03,137,1
3251,7.56,137,1
3252,5.55,111,0
3253,7.91,115,1
3254,5.56,111,0
3255,6.62,126,1
3256,5.69,85,0
3257,8.32,90,1
3258,5.99,95,0
3259,6.88,118,1
3260,9.3,123,1
3261,5.98,104,0
3262,7.44,137,1
3263,7.01,105,1
3264,5.09,105,0
3265,8.81,102,1
3266,5.33,105,0
3267,7.28,103,1
3268,7.69,88,0
3269,8.02,97,1
3270,8.31,102,1
3271,6.22,136,1
3272,5.05,113,0
3273,8.47,109,1
3274,7.57,140,1
3275,9.01,97,1
3276,8.94,111,1
3277,9.05,144,1
3278,7.33,103,1
3279,6.6,133,1
3280,8.8,85,1
3281,7.17,122,1
3282,5.88,103,0
3283,9.1,136,1
3284,9.24,85,1
3285,7.24,124,1
3286,5.36,101,0
3287,6.86,105,1
3288,8.86,106,1
3289,9.33,99,1
3290,5.98,134,1
3291,5.32,123,1
3292,9.21,132,1
3293,6.87,123,1
3294,7.6,116,1
3295,9.65,133,1
3296,5.32,88,0
3297,8.11,128,1
3298,5.36,129,1
3299,6.8,116,1
3300,8.86,88,1
3301,7.08,137,1
3302,9.79,85,1
3303,7.68,117,1
3304,6.54,91,0
3305,6.06,93,0
3306,6.68,85,0
3307,6.79,100,0
3308,5.33,102,0
3309,6.77,138,1
3310,7.23,131,1
3311,8.47,90,1
3312,8.15,86,0
3313,8.4,93,1
3314,5.04,88,0
3315,6.04,129,1
3316,8.18,107,1
3317,7.32,138,1
3318,5.03,127,1
3319,8.86,129,1
3320,8.71,127,1
3321,7.63,135,1
3322,5.32,92,0
3323,8.68,123,1
3324,7.8,109,1
3325,8.75,100,1
3326,8.61,119,1
3327,8.85,101,1
3328,7.49,102,1
3329,5.67,144,1
3330,8.22,111,1
3331,7.98,99,1
3332,8.56,144,1
3333,5.82,101,0
3334,5.94,127,1
3335,9.27,89,1
3336,8.6,100,1
3337,9.36,99,1
3338,8.64,126,1
3339,7.87,130,1
3340,8.14,118,1
3341,9.27,132,1
3342,7.78,103,1
3343,8.04,92,1
3344,5.75,131,1
3345,7.27,94,0
3346,8.44,89,1
3347,6.3,136,1
3348,5.97,132,1
3349,6.51,137,1
3350,6.16,110,1
3351,6.03,106,0
3352,7.04,128,1
3353,9.36,107,1
3354,7.43,97,1
3355,5.9,93,0
3356,5.37,133,1
3357,8.34,104,1
3358,6.84,112,1
3359,8.94,128,1
3360,8.17,141,1
3361,8.82,121,1
3362,6.31,108,1
3363,8.32,128,1
3364,6.27,117,1
3365,9.51,104,1
3366,8.05,144,1
3367,6.56,132,1
3368,6.29,114,1
3369,5.92,128,1
3370,8.33,93,1
3371,6.05,129,1
3372,7.86,133,1
3373,6.27,101,0
3374,8.18,120,1
3375,8.91,98,1
3376,8.73,103,1
3377,8.65,91,1
3378,5.9,143,1
3379,5.42,87,0
3380,8.35,117,1
3381,6.77,128,1
3382,7.08,116,1
3383,5.15,131,1
3384,6.25,95,0
3385,5.16,126,1
3386,9.22,86,1
3387,6.17,110,1
3388,7.68,88,0
3389,5.19,101,0
3390,8.2,101,1
3391,6.55,112,1
3392,9.31,114,1
3393,9.26,124,1
3394,6.56,107,1
3395,9.32,130,1
3396,9.78,108,1
3397,8.96,113,1
3398,9.06,88,1
3399,6.2,122,1
3400,7.77,113,1
3401,5.32,103,0
3402,5.46,111,0
3403,9.79,113,1
3404,6.57,140,1
3405,8.59,120,1
3406,8.87,119,1
3407,9.12,136,1
3408,9.79,90,1
3409,6.16,143,1
3410,5.19,107,0
3411,6.97,123,1
3412,5.62,130,1
3413,5.11,128,1
3414,6.73,132,1
3415,8.76,136,1
3416,7.72,92,0
3417,6.5,139,1
3418,8.14,86,0
3419,6.11,97,0
3420,5.07,124,1
3421,8.67,141,1
3422,7.99,105,1
3423,8.66,115,1
3424,5.19,136,1
3425,9.02,132,1
3426,7.97,120,1
3427,7.7,132,1
3428,8.0,136,1
3429,9.15,122,1
3430,7.82,111,1
3431,7.79,120,1
3432,9.76,132,1
3433,8.63,107,1
3434,7.12,139,1
3435,8.4,105,1
3436,6.87,97,0
3437,6.1,121,1
3438,7.86,131,1
3439,9.46,110,1
3440,9.46,124,1
3441,6.64,91,0
3442,7.53,130,1
3443,6.02,123,1
3444,9.78,106,1
3445,9.71,123,1
3446,8.12,107,1
3447,8.86,142,1
3448,8.43,114,1
3449,7.85,102,1
3450,5.26,126,1
3451,7.18,102,1
3452,8.24,130,1
3453,8.25,94,1
3454,6.79,123,1
3455,9.52,114,1
3456,5.8,110,0
3457,7.4,91,0
3458,8.32,91,1
3459,8.35,89,1
3460,8.11,85,0
3461,6.32,130,1
3462,5.75,102,0
3463,8.05,97,1
3464,7.88,109,1
3465,5.86,124,1
3466,8.38,92,1
3467,7.18,94,0
3468,8.21,116,1
3469,9.02,101,1
3470,5.81,122,1
3471,5.09,99,0
3472,8.74,99,1
3473,7.93,141,1
3474,8.36,132,1
3475,9.02,124,1
3476,8.85,135,1
3477,9.61,104,1
3478,7.57,99,1
3479,7.34,119,1
3480,6.93,90,0
3481,5.74,114,1
3482,7.75,141,1
3483,6.33,92,0
3484,9.42,115,1
3485,7.8,132,1
3486,7.85,131,1
3487,6.7,116,1
3488,5.25,129,1
3489,5.15,142,1
3490,7.03,136,1
3491,5.41,99,0
3492,7.91,102,1
3493,9.23,97,1
3494,9.24,108,1
3495,8.16,124,1
3496,6.01,98,0
3497,9.14,112,1
3498,9.25,95,1
3499,5.94,90,0
3500,8.54,140,1
3501,6.38,109,1
3502,8.85,85,1
3503,9.79,109,1
3504,5.14,86,0
3505,9.31,116,1
3506,7.99,97,1
3507,9.67,117,1
3508,7.23,116,1
3509,9.07,140,1
3510,5.3,108,0
3511,6.61,111,1
3512,5.32,88,0
3513,9.68,108,1
3514,8.92,107,1
3515,9.09,113,1
3516,9.5,118,1
3517,5.41,105,0
3518,6.85,114,1
3519,5.34,110,0
3520,6.01,104,0
3521,6.1,100,0
3522,7.25,87,0
3523,6.29,133,1
3524,5.48,121,1
3525,5.8,142,1
3526,5.71,124,1
3527,9.67,128,1
3528,8.64,109,1
3529,9.65,107,1
3530,7.11,128,1
3531,6.34,143,1
3532,8.83,85,1
3533,6.57,117,1
3534,6.44,99,0
3535,6.12,101,0
3536,5.62,118,1
3537,6.23,101,0
3538,6.71,136,1
3539,8.24,142,1
3540,5.3,125,1
3541,6.01,128,1
3542,8.88,88,1
3543,5.71,97,0
3544,6.64,88,0
3545,9.15,91,1
3546,5.74,130,1
3547,5.4,143,1
3548,7.33,93,0
3549,6.45,107,1
3550,7.7,117,1
3551,8.86,117,1
3552,5.66,104,0
3553,7.79,88,0
3554,7.43,85,0
3555,5.69,138,1
3556,8.0,126,1
3557,6.31,118,1
3558,7.34,111,1
3559,5.39,105,0
3560,7.21,108,1
3561,6.47,99,0
3562,8.95,119,1
3563,5.27,109,0
3564,7.01,139,1
3565,7.2,93,0
3566,8.48,101,1
3567,7.76,105,1
3568,8.2,144,1
3569,8.73,97,1
3570,9.14,87,1
3571,6.51,88,0
3572,7.58,88,0
3573,9.03,127,1
3574,9.75,112,1
3575,9.27,91,1
3576,6.78,110,1
3577,5.94,95,0
3578,7.35,108,1
3579,8.56,127,1
3580,7.36,94,0
3581,7.32,121,1
3582,9.02,97,1
3583,6.73,128,1
3584,9.13,126,1
3585,6.95,123,1
3586,6.58,103,0
3587,7.18,135,1
3588,8.66,103,1
3589,5.6,96,0
3590,5.94,136,1
3591,9.57,106,1
3592,5.84,131,1
3593,7.73,121,1
3594,7.78,140,1
3595,7.35,114,1
3596,8.09,130,1
3597,6.1,96,0
3598,7.65,113,1
3599,6.79,105,1
3600,8.18,95,1
3601,5.68,144,1
3602,7.74,121,1
3603,5.89,132,1
3604,6.34,142,1
3605,6.05,102,0
3606,5.88,128,1
3607,8.96,143,1
3608,6.37,111,1
3609,9.45,121,1
3610,9.66,132,1
3611,7.74,96,1
3612,5.69,107,0
3613,6.8,118,1
3614,8.83,122,1
3615,6.76,107,1
3616,5.42,137,1
3617,7.67,109,1
3618,9.06,88,1
3619,8.82,114,1
3620,5.84,114,1
3621,8.23,97,1
3622,6.06,126,1
3623,6.05,133,1
3624,9.2,98,1
3625,6.2,140,1
3626,6.26,131,1
3627,5.0,92,0
3628,9.18,139,1
3629,8.8,108,1
3630,8.01,102,1
3631,8.6,119,1
3632,5.73,109,0
3633,7.2,101,1
3634,6.69,116,1
3635,5.45,140,1
3636,7.33,108,1
3637,9.42,91,1
3638,5.19,97,0
3639,6.4,111,1
3640,6.0,132,1
3641,6.14,89,0
3642,9.36,120,1
3643,7.25,110,1
3644,7.24,126,1
3645,8.65,129,1
3646,5.74,115,1
3647,7.34,94,0
3648,7.06,130,1
3649,7.87,110,1
3650,9.8,106,1
3651,8.69,96,1
3652,6.91,116,1
3653,8.97,111,1
3654,5.82,117,1
3655,5.15,137,1
3656,5.98,136,1
3657,6.63,104,1
3658,7.45,123,1
3659,7.95,125,1
3660,9.37,124,1
3661,7.45,143,1
3662,7.41,97,1
3663,5.24,98,0
3664,5.17,128,1
3665,7.65,124,1
3666,7.1,137,1
3667,9.03,106,1
3668,5.77,102,0
3669,5.12,132,1
3670,7.16,113,1
3671,6.14,127,1
3672,5.24,100,0
3673,8.48,130,1
3674,5.54,119,1
3675,7.92,137,1
3676,6.35,118,1
3677,5.83,87,0
3678,6.82,88,0
3679,8.85,138,1
3680,6.88,89,0
3681,8.6,94,1
3682,5.6,136,1
3683,8.71,113,1
3684,6.14,116,1
3685,8.25,115,1
3686,7.72,86,0
3687,9.46,96,1
3688,6.86,111,1
3689,5.32,89,0
3690,5.09,121,1
3691,8.97,111,1
3692,7.52,107,1
3693,8.72,117,1
3694,6.13,88,0
3695,6.66,143,1
3696,5.14,105,0
3697,9.62,108,1
3698,8.21,128,1
3699,9.48,115,1
3700,6.27,128,1
3701,7.94,132,1
3702,8.26,108,1
3703,6.52,133,1
3704,9.07,137,1
3705,9.55,94,1
3706,9.25,133,1
3707,8.55,133,1
3708,6.33,134,1
3709,6.35,86,0
3710,9.62,115,1
3711,5.05,109,0
3712,8.44,88,1
3713,8.39,135,1
3714,7.99,95,1
3715,9.75,101,1
3716,6.5,128,1
3717,6.63,86,0
3718,5.38,90,0
3719,7.13,93,0
3720,6.25,89,0
3721,6.65,104,1
3722,9.01,113,1
3723,9.49,105,1
3724,5.89,93,0
3725,6.79,112,1
3726,9.46,139,1
3727,5.3,92,0
3728,5.44,115,0
3729,5.78,104,0
3730,7.86,111,1
3731,5.72,92,0
3732,9.65,138,1
3733,7.14,105,1
3734,7.41,112,1
3735,6.18,107,0
3736,7.26,90,0
3737,8.18,87,0
3738,8.61,89,1
3739,8.62,93,1
3740,7.77,91,0
3741,9.34,144,1
3742,8.92,88,1
3743,8.63,123,1
3744,5.27,89,0
3745,5.03,95,0
3746,6.02,99,0
3747,8.18,118,1
3748,6.97,97,0
3749,6.93,138,1
3750,9.25,132,1
3751,9.3,91,1
3752,9.36,124,1
3753,6.51,90,0
3754,8.32,140,1
3755,6.3,123,1
3756,5.91,134,1
3757,5.89,114,1
3758,6.64,106,1
3759,7.06,109,1
3760,8.99,112,1
3761,5.58,138,1
3762,8.53,104,1
3763,7.55,123,1
3764,6.38,87,0
3765,7.37,89,0
3766,6.44,85,0
3767,7.86,99,1
3768,7.08,110,1
3769,5.79,87,0
3770,5.56,124,1
3771,7.62,141,1
3772,9.33,125,1
3773,6.65,131,1
3774,8.52,126,1
3775,8.16,118,1
3776,9.47,136,1
3777,8.94,89,1
3778,7.72,115,1
3779,8.15,135,1
3780,9.31,97,1
3781,6.92,127,1
3782,6.57,85,0
3783,5.05,106,0
3784,8.97,99,1
3785,8.84,110,1
3786,5.5,102,0
3787,7.77,132,1
3788,7.23,93,0
3789,5.57,85,0
3790,9.71,127,1
3791,6.03,93,0
3792,5.32,107,0
3793,7.86,127,1
3794,8.55,129,1
3795,5.16,142,1
3796,8.16,86,0
3797,7.56,98,1
3798,5.5,122,1
3799,5.83,124,1
3800,7.73,102,1
3801,6.42,100,0
3802,9.5,137,1
3803,8.93,113,1
3804,9.72,128,1
3805,6.25,95,0
3806,9.65,90,1
3807,7.07,87,0
3808,6.67,98,0
3809,5.24,144,1
3810,5.25,86,0
3811,8.32,116,1
3812,7.2,115,1
3813,6.09,95,0
3814,7.95,106,1
3815,6.21,87,0
3816,7.77,134,1
3817,6.72,115,1
3818,8.95,117,1
3819,8.94,108,1
3820,7.29,85,0
3821,6.68,128,1
3822,6.74,99,0
3823,8.87,121,1
3824,6.58,111,1
3825,6.0,122,1
3826,5.41,132,1
3827,7.24,111,1
3828,7.31,128,1
3829,9.04,96,1
3830,6.06,87,0
3831,6.83,114,1
3832,8.88,116,1
3833,8.95,107,1
3834,6.85,86,0
3835,7.2,91,0
3836,6.46,118,1
3837,9.48,116,1
3838,5.57,137,1
3839,9.48,123,1
3840,8.28,116,1
3841,7.55,127,1
3842,5.16,127,1
3843,7.28,98,1
3844,6.96,87,0
3845,5.77,130,1
3846,8.15,116,1
3847,9.66,127,1
3848,7.7,120,1
3849,8.43,101,1
3850,5.33,132,1
3851,7.0,87,0
3852,5.56,141,1
3853,7.94,94,1
3854,9.5,137,1
3855,8.18,131,1
3856,5.37,124,1
3857,6.7,102,0
3858,7.64,87,0
3859,6.94,123,1
3860,9.0,94,1
3861,8.91,136,1
3862,7.94,93,1
3863,6.79,130,1
3864,6.23,139,1
3865,5.51,130,1
3866,6.7,95,0
3867,6.98,144,1
3868,8.24,117,1
3869,8.16,120,1
3870,5.34,110,0
3871,6.9,111,1
3872,5.87,122,1
3873,5.75,106,0
3874,8.97,110,1
3875,5.2,106,0
3876,7.01,89,0
3877,5.81,119,1
3878,9.22,86,1
3879,7.67,119,1
3880,6.11,93,0
3881,7.41,135,1
3882,8.51,135,1
3883,9.6,133,1
3884,6.06,102,0
3885,9.25,127,1
3886,9.48,96,1
3887,9.4,87,1
3888,8.05,102,1
3889,8.02,140,1
3890,6.94,122,1
3891,8.61,91,1
3892,7.55,117,1
3893,8.25,90,1
3894,7.06,102,1
3895,8.51,129,1
3896,8.96,106,1
3897,5.7,135,1
3898,9.0,123,1
3899,7.59,135,1
3900,9.05,93,1
3901,7.07,119,1
3902,6.82,107,1
